_record_id,name_history,name,ico,address,legal_form,region,date_start,date_end,activity1,activity2,account_sector,ownership,size,source_url
3136,"",Obec Valča,00317021,"Valča 375,  038 35 Valča","Obec (obecný úrad), mesto (mestský úrad)",Martin,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,20-24 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3137
3137,"",Obec Vrícko,00317039,"Vrícko ,  038 31 Vrícko","Obec (obecný úrad), mesto (mestský úrad)",Martin,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=3138
3138,"",Obec Žabokreky,00317047,"Žabokreky ,  038 40 Žabokreky","Obec (obecný úrad), mesto (mestský úrad)",Martin,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3139
3139,"",Obec Beluša,00317063,"Farská 1045/6,  018 61 Beluša","Obec (obecný úrad), mesto (mestský úrad)",Púchov,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3140
3140,"",Obec Bolešov,00317080,"Bolešov 78,  018 53 Bolešov","Obec (obecný úrad), mesto (mestský úrad)",Ilava,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3141
3141,"",Obec Brvnište,00317101,"Brvnište ,  018 12 Brvnište","Obec (obecný úrad), mesto (mestský úrad)",Považská Bystrica,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3142
3142,"",Obec Červený Kameň,00317128,"Červený Kameň ,  018 56 Červený Kameň","Obec (obecný úrad), mesto (mestský úrad)",Ilava,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3143
3143,"",Obec Dohňany,00317136,"Dohňany ,  020 51 Dohňany","Obec (obecný úrad), mesto (mestský úrad)",Púchov,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3144
3144,"",Obec Dolná Breznica,00317144,"Dolná Breznica ,  020 61 Dolná Breznica","Obec (obecný úrad), mesto (mestský úrad)",Púchov,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3145
3145,"",Obec Dolná Mariková,00317152,"Dolná Mariková 150,  018 02 Dolná Mariková","Obec (obecný úrad), mesto (mestský úrad)",Považská Bystrica,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3146
3146,"",Obec Dolný Lieskov,00317179,"Dolný Lieskov ,  018 21 Dolný Lieskov","Obec (obecný úrad), mesto (mestský úrad)",Považská Bystrica,1978-02-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3147
3147,"",Obec Domaniža,00317195,"Domaniža 426,  018 16 Domaniža","Obec (obecný úrad), mesto (mestský úrad)",Považská Bystrica,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3148
3148,"",Mesto Dubnica nad Váhom,00317209,"Bratislavská 434/9,  018 41 Dubnica nad Váhom","Obec (obecný úrad), mesto (mestský úrad)",Ilava,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3149
3149,"",Obec Dulov,00317217,"Dulov 168,  018 52 Dulov","Obec (obecný úrad), mesto (mestský úrad)",Ilava,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3150
3150,"",Obec Horná Maríková,00317276,"Horná Maríková 357,  018 03 Horná Mariková","Obec (obecný úrad), mesto (mestský úrad)",Považská Bystrica,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3151
3151,"",Obec Horná Poruba,00317284,"Horná Poruba ,  018 35 Horná Poruba","Obec (obecný úrad), mesto (mestský úrad)",Ilava,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3152
3152,"",Obec Horovce,00317306,"Horovce ,  020 62 Horovce","Obec (obecný úrad), mesto (mestský úrad)",Púchov,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3153
3153,"",Mesto Ilava,00317331,"Mierové námestie 16/31,  019 01 Ilava","Obec (obecný úrad), mesto (mestský úrad)",Ilava,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3154
3154,"",Obec Jasenica,00317349,"Jasenica 130,  018 17 Jasenica","Obec (obecný úrad), mesto (mestský úrad)",Považská Bystrica,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3155
3155,"",Obec Kostolec,00317381,"Kostolec 42,  017 05 Kostolec","Obec (obecný úrad), mesto (mestský úrad)",Považská Bystrica,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=3156
3156,"",Obec Košeca,00317390,"Košeca 36,  018 64 Košeca","Obec (obecný úrad), mesto (mestský úrad)",Ilava,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3157
3157,"",Obec Ladce,00317438,"Ladce ,  018 63 Ladce","Obec (obecný úrad), mesto (mestský úrad)",Ilava,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3158
3158,"",Obec Lazy pod Makytou,00317446,"Lazy pod Makytou ,  020 55 Lazy pod Makytou","Obec (obecný úrad), mesto (mestský úrad)",Púchov,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3159
3159,"",Obec Lednica,00317454,",  020 63 Lednica","Obec (obecný úrad), mesto (mestský úrad)",Púchov,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3160
3160,"",Obec Lednické Rovne,00317462,"Námestie slobody 32,  020 61 Lednické Rovne","Obec (obecný úrad), mesto (mestský úrad)",Púchov,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3161
3161,"",Obec Lysá pod Makytou,00317471,"Lysá pod Makytou 1,  020 54 Lysá pod Makytou","Obec (obecný úrad), mesto (mestský úrad)",Púchov,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3162
3162,"",Obec Lúky,00317489,"Lúky 105,  020 53 Lúky","Obec (obecný úrad), mesto (mestský úrad)",Púchov,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,20-24 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3163
3163,"",Obec Mestečko,00317519,"Mestečko ,  020 52 Mestečko","Obec (obecný úrad), mesto (mestský úrad)",Púchov,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3164
3164,"",Obec Mikušovce,00317527,"Mikušovce 22,  018 57 Mikušovce","Obec (obecný úrad), mesto (mestský úrad)",Ilava,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3165
3165,"",Obec Mojtín,00317543,"Mojtín ,  020 72 Mojtín","Obec (obecný úrad), mesto (mestský úrad)",Púchov,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3166
3166,"",Mesto Nová Dubnica,00317586,"Trenčianska 45/41,  018 51 Nová Dubnica","Obec (obecný úrad), mesto (mestský úrad)",Ilava,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3167
3167,"",Obec Papradno,00317594,"Papradno 315,  018 13 Papradno","Obec (obecný úrad), mesto (mestský úrad)",Považská Bystrica,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3168
3168,"",Obec Plevník - Drienové,00317608,"Plevník - Drienové 255,  018 26 Plevník - Drienové","Obec (obecný úrad), mesto (mestský úrad)",Považská Bystrica,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,20-24 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3169
3169,"",Mesto Považská Bystrica,00317667,"Centrum 2/3,  017 13 Považská Bystrica","Obec (obecný úrad), mesto (mestský úrad)",Považská Bystrica,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,250-499 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3170
3170,"",Obec Prečín,00317691,"Prečín 304,  018 15 Prečín","Obec (obecný úrad), mesto (mestský úrad)",Považská Bystrica,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3171
3171,"",Obec Pruské,00317721,"Pruské 1,  018 52 Pruské","Obec (obecný úrad), mesto (mestský úrad)",Ilava,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3172
3172,"",Obec Pružina,00317730,"Pružina ,  018 22 Pružina","Obec (obecný úrad), mesto (mestský úrad)",Považská Bystrica,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3173
3173,"",Mesto Púchov,00317748,"Štefánikova 821/21,  020 18 Púchov","Obec (obecný úrad), mesto (mestský úrad)",Púchov,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3174
3174,"",Obec Tuchyňa,00317837,"Tuchyňa ,  018 55 Tuchyňa","Obec (obecný úrad), mesto (mestský úrad)",Ilava,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3175
3175,"",Obec Udiča,00317853,"Udiča 302,  018 01 Udiča","Obec (obecný úrad), mesto (mestský úrad)",Považská Bystrica,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3176
3176,"",Obec Košecké Podhradie,00317870,"Košecké Podhradie ,  018 31 Košecké Podhradie","Obec (obecný úrad), mesto (mestský úrad)",Ilava,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3177
3177,"",Obec Visolaje,00317888,"Visolaje ,  018 61 Visolaje","Obec (obecný úrad), mesto (mestský úrad)",Púchov,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3178
3178,"",Obec Vrchteplá,00317896,"Vrchteplá 15,  017 05 Vrchteplá","Obec (obecný úrad), mesto (mestský úrad)",Považská Bystrica,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=3179
3179,"",Obec Zariečie,00317926,"Zariečie 190,  020 52 Záriečie","Obec (obecný úrad), mesto (mestský úrad)",Púchov,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3180
3180,"",Obec Záskalie,00317934,"Záskalie ,  017 05 Záskalie","Obec (obecný úrad), mesto (mestský úrad)",Považská Bystrica,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=3181
3181,"",Obec Zliechov,00317969,"Zliechov 233,  018 32 Zliechov","Obec (obecný úrad), mesto (mestský úrad)",Ilava,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3182
3182,"",Obec Zubák,00317977,"Zubák ,  020 64 Zubák","Obec (obecný úrad), mesto (mestský úrad)",Púchov,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3183
3183,"",Mesto Bojnice,00318001,"Sládkovičova 1,  972 01 Bojnice","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3184
3184,"",Obec Bystričany,00318019,"M.Nešpora 1,  972 45 Bystričany","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3185
3185,"",Obec Cigeľ,00318027,"Cigeľ 192,  971 01 Cigeľ","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3186
3186,"",Obec Čavoj,00318035,"Čavoj ,  972 29 Čavoj","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3187
3187,"",Obec Čereňany,00318043,"Pálenická 491/4,  972 46 Čereňany","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3188
3188,"",Obec Diviacka Nová Ves,00318051,"Diviacka Nová Ves 1,  972 24 Diviacka Nová Ves","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3189
3189,"",Obec Diviaky nad Nitricou,00318060,"Diviaky nad Nitricou ,  972 25 Diviaky nad Nitricou","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3190
3190,"",Obec Dolné Vestenice,00318086,"Dolné Vestenice ,  972 23 Dolné Vestenice","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3191
3191,"",Mesto Handlová,00318094,"Námestie Baníkov 7,  972 51 Handlová","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3192
3192,"",Obec Horná Ves,00318108,"Horná Ves 191,  972 48 Horná Ves","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3193
3193,"",Obec Horné Vestenice,00318116,"Horné Vestenice ,  972 22 Horné Vestenice","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3194
3194,"",Obec Chrenovec - Brusno,00318124,"Chrenovec - Brusno ,  972 32 Chrenovec - Brusno","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3195
3195,"",Obec Kamenec pod Vtáčnikom,00318167,"Kamenec pod Vtáčnikom ,  972 44 Kamenec pod Vtáčnikom","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3196
3196,"",Obec Kľačno,00318183,"Kľačno ,  972 15 Kľačno","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3197
3197,"",Obec Kostolná Ves,00318205,"Kostolná Ves ,  972 26 Kostolná Ves","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3198
3198,"",Obec Koš,00318213,"Víťazstva 791/41,  972 41 Koš","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3199
3199,"",Obec Lazany,00318221,"Hlavná 59/56,  972 11 Lazany","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3200
3200,"",Obec Liešťany,00318230,"Liešťany ,  972 27 Liešťany","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3201
3201,"",Obec Lehota pod Vtáčnikom,00318256,"Námestie SNP 33/1,  972 42 Lehota pod Vtáčnikom","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3202
3202,"",Obec Malá Čausa,00318272,"Malá Čausa ,  971 01 Malá Čausa","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3203
3203,"",Obec Malinová,00318281,"Malinová 115,  972 13 Malinová","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3204
3204,"",Obec Nedožery - Brezany,00318302,"Družstevná 367,  972 12 Nedožery - Brezany","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3205
3205,"",Obec Nitrica,00318329,"Nitrica 489,  972 22 Nitrica","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3206
3206,"",Obec Nitrianske Pravno,00318337,"Námestie SNP 1/1,  972 13 Nitrianske Pravno","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3207
3207,"",Obec Nitrianske Rudno,00318345,"Hlavná 1,  972 26 Nitrianske Rudno","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3208
3208,"",Obec Nitrianske Sučany,00318353,"Nitrianske Sučany ,  972 21 Nitrianske Sučany","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3209
3209,"",Mesto Nováky,00318361,"Nám.SNP 349,  972 71 Nováky","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3210
3210,"",Obec Opatovce nad Nitrou,00318388,"Opatovce nad Nitrou ,  972 02 Opatovce nad Nitrou","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3211
3211,"",Obec Oslany,00318396,"Nám. Slobody 2,  972 47 Oslany","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,20-24 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3212
3212,"",Obec Podhradie,00318400,"Podhradie ,  972 42 Podhradie","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=3213
3213,"",Obec Poluvsie,00318418,"Poluvsie ,  972 16 Poluvsie","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3214
3214,"",Obec Poruba,00318426,"Poruba 95,  972 11 Poruba","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,20-24 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3215
3215,"",Obec Pravenec,00318434,"Pravenec 208,  972 16 Pravenec","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3216
3216,"",Mesto Prievidza,00318442,"Nám. Slobody 14,  971 57 Prievidza","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,250-499 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3217
